Date,Team,Acquired,Relinquished,Notes
2017-02-04,76ers,,Joel Embiid,Knee
2017-02-04,Bulls,,Cristiano Felicio,Leg
2017-02-04,Cavaliers,,Kyrie Irving,Quadriceps
2017-02-04,Grizzlies,,Chandler Parsons,Ankle
2017-02-04,Grizzlies,,Marc Gasol,Ankle
2017-02-04,Raptors,,Patrick Patterson,Knee
2017-02-04,Warriors,Draymond Green,,Ankle
2017-02-05,Nets,,Caris LeVert,Knee
2017-02-06,76ers,,Joel Embiid,Knee
2017-02-06,76ers,Jahlil Okafor,,Ankle
2017-02-06,Mavericks,,Deron Williams,Toe
2017-02-06,Nets,,Quincy Acy,Ankle
2017-02-06,Spurs,,Kawhi Leonard,Quadriceps
2017-02-07,Blazers,,Evan Turner,Hand
2017-02-07,Mavericks,,Deron Williams,Toe
2017-02-07,Pelicans,,Tyreke Evans,Ankle
2017-02-08,76ers,,Richaun Holmes,Respiratory system
2017-02-08,Blazers,,Evan Turner,Hand
2017-02-08,Bucks,,Jabari Parker,Knee
2017-02-08,Cavaliers,,Iman Shumpert,Ankle
2017-02-08,Grizzlies,,Vince Carter,Ankle
2017-02-08,Grizzlies,,Zach Randolph,Foot
2017-02-08,Heat,,Dion Waiters,Ankle
2017-02-08,Hornets,,Ramon Sessions,Knee
2017-02-08,Magic,,Aaron Gordon,Foot
2017-02-08,Suns,,Dragan Bender,Ankle
2017-02-08,Nuggets,,Kenneth Faried,Ankle
2017-02-09,Blazers,,Evan Turner,Hand
2017-02-09,Bulls,,Paul Zipser,Ankle
2017-02-09,Jazz,,George Hill,Big toe
2017-02-09,Kings,,Ty Lawson,Hamstring
2017-02-09,Mavericks,,Deron Williams,Toe
2017-02-09,Rockets,,Eric Gordon,Lower Back
2017-02-09,Rockets,,Nene Hilario ,Shoulder
2017-02-10,Pelicans,,Terrence Jones,Thumb
2017-02-10,Nuggets,,Emmanuel Mudiay,Back
2017-02-11,76ers,,Joel Embiid,Knee
2017-02-12,Bulls,,Dwyane Wade,Wrist
2017-02-12,Bulls,,Jimmy Butler,Heel
2017-02-12,Bulls,,Nikola Mirotic,Back
2017-02-12,Cavaliers,,Kevin Love,Knee
2017-02-13,Nuggets,,Darrell Arthur,Knee
2017-02-13,Nuggets,,Wilson Chandler,Ankle
2017-02-13,Pacers,,Lavoy Allen,Knee
2017-02-13,Warriors,,Klay Thompson,Heel
2017-02-14,Blazers,,Al-Farouq Aminu,Knee
2017-02-14,Bulls,Jimmy Butler,,Ankle
2017-02-14,Hornets,,Miles Plumlee,Calf
2017-02-15,Bucks,,Jabari Parker,Knee
2017-02-15,Kings,,Ty Lawson,Adductor muscle
2017-02-15,Magic,,C.J. Watson,Achilles
2017-02-15,Spurs,,Manu Ginobili,Ankle
2017-02-15,Timberwolves,,Lance Stephenson,Ankle
2017-02-16,Bulls,,Paul Zipser,Ankle
2017-02-16,Kings,,Malachi Richardson,Hamstring
2017-02-22,Pelicans,,Omer Asik,Ankle
2017-02-23,Kings,,Arron Afflalo,Hamstring
2017-02-23,Knicks,,Kristaps Porzingis,Ankle
2017-02-23,Nuggets,Darrell Arthur,,Ankle
2017-02-23,Pistons,,Beno Udrih,Ankle
2017-02-23,Magic,,C.J. Watson,Ankle
2017-02-23,Pelicans,,Omri Casspi,Thumb
2017-02-24,Clippers,,Diamond Stone,Knee
2017-02-25,Cavaliers,,LeBron James,Ankle
2017-02-26,Heat,,Willie Reed,"Ankle
Calf"
2017-02-27,Cavaliers,LeBron James,,Ankle
2017-02-27,Knicks,,Joakim Noah,Knee
2017-02-27,Raptors,,Kyle Lowry,Wrist
2017-02-28,Bucks,,Michael Beasley,Knee
2017-02-28,Mavericks,,Wes Matthews Jr.,Hip
2017-03-01,Blazers,,Ed Davis ,Shoulder
2017-03-01,Knicks,,Maurice N'dour,Ankle
2017-03-01,Nuggets,,Jameer Nelson,Ankle
2017-03-01,Warriors,,Kevin Durant,Knee
2017-03-02,Blazers,,Ed Davis ,Shoulder
2017-03-03,76ers,,Gerald Henderson Jr.,Hip
2017-03-03,Hornets,,Frank Kaminsky,Shoulder
2017-03-03,Jazz,,Joe Johnson,Groin
2017-03-03,Pelicans,,Jarrett Jack,Knee
2017-03-03,Pelicans,,Omer Asik,Ankle
2017-03-04,76ers,,Jahlil Okafor,Knee
2017-03-04,Blazers,,Festus Ezeli,Knee
2017-03-04,Cavaliers,,Kyrie Irving,Ankle
2017-03-05,Jazz,,Joe Johnson,Groin
2017-03-05,Magic,,Nikola Vucevic,Achilles
2017-03-06,Celtics,,Jonas Jerebko,Ankle
2017-03-06,Heat,,James Johnson,Elbow
2017-03-06,Heat,,James Johnson,Elbow
2017-03-06,Heat,,Tyler Johnson,Shoulder
2017-03-06,Jazz,,George Hill,Toe
2017-03-06,Knicks,,Carmelo Anthony,Knee
2017-03-07,Jazz,,Derrick Favors,Knee
2017-03-08,Cavaliers,,Andrew Bogut,Tibia
2017-03-08,Cavaliers,,Kyle Korver,Foot
2017-03-08,Nuggets,,Danilo Gallinari,Ankle
2017-03-08,Raptors,,DeMarre Carroll,Ankle
2017-03-08,Rockets,,Ryan Anderson,Back
2017-03-08,Timberwolves,,Brandon Rush,Ankle
2017-03-08,Jazz,,George Hill,Toe
2017-03-09,Grizzlies,,Chandler Parsons,Knee
2017-03-09,Hornets,,Johnny O'Bryant III,Ankle
2017-03-09,Nets,,Brook Lopez,Ankle
2017-03-09,Spurs,, Tony Parker,Back
2017-03-10,Bucks,,Malcolm Brogdon,Back
2017-03-10,Bucks,,Mirza Teletovic,Hamstring
2017-03-10,Spurs,,Kawhi Leonard,Head
2017-03-11,76ers,,Gerald Henderson Jr.,Hip
2017-03-11,Grizzlies,Chandler Parsons,,Ankle
2017-03-11,Jazz,,Rudy Gobert,Leg
2017-03-11,Jazz,George Hill,,Ankle
2017-03-11,Raptors,,DeMarre Carroll,Ankle
2017-03-11,Spurs,, Tony Parker,Lower back
2017-03-11,Spurs,,Dejounte Murray,Groin
2017-03-11,Suns,,Alex Len,Hip
2017-03-11,Warriors,,Stephen Curry,Ankle
2017-03-11,Warriors,Shaun Livingston,,Ankle
2017-03-11,Pelicans,,Omer Asik,Season
2017-03-12,76ers,,Robert Covington,Knee
2017-03-12,Heat,,Goran Dragic,Orbital bone
2017-03-12,Heat,,Goran Dragic,Eye
2017-03-12,Suns,,Alex Len,Hip
2017-03-13,Grizzlies,,Chandler Parsons,Meniscus Knee
2017-03-13,Hornets,,Nicolas Batum,Head
2017-03-13,Kings,,Tyreke Evans,Ankle
2017-03-13,Nuggets,,Darrell Arthur,Ankle
2017-03-13,Spurs,, Tony Parker,Lower back
2017-03-14,Pacers,,Lavoy Allen,Knee
2017-03-15,Bucks,,Rashad Vaughn,Foot
2017-03-15,Bulls,,Dwyane Wade,Elbow
2017-03-15,Nuggets,,Danilo Gallinari,Knee
2017-03-15,Suns,,Brandon Knight,Back
2017-03-15,Suns,,Eric Bledsoe,Knee
2017-03-15,Timberwolves,,Lance Stephenson,Ankle
2017-03-15,Timberwolves,,Nemanja Bjelica,Ankle
2017-03-16,Cavaliers,,Derrick Williams,Quadriceps
2017-03-16,Celtics,,Isaiah Thomas,Knee
2017-03-16,Jazz,,Rodney Hood,Knee
2017-03-16,Nets,,Trevor Booker,Ankle
2017-03-16,Nuggets,,Darrell Arthur,Knee
2017-03-17,Nets,,Joe Harris,Shoulder
2017-03-17,Nets,,Trevor Booker,Leg
2017-03-17,Pelicans,,DeMarcus Cousins,"Ribs
Knee"
2017-03-17,Suns,,Leandro Barbosa,Ankle
2017-03-18,Cavaliers,,Kyrie Irving,Knee
2017-03-18,Hawks,,Paul Millsap,Knee
2017-03-18,Heat,,Dion Waiters,Ankle
2017-03-18,Kings,,Tyreke Evans,Ankle
2017-03-18,Nets,,Sean Kilpatrick,Hamstring
2017-03-19,76ers,,Justin Anderson,Intestines
2017-03-19,Hawks,,Kent Bazemore,Knee
2017-03-19,Lakers,,Nick Young,Intestines
2017-03-19,Pistons,,Michael Gbinije,Ankle
2017-03-19,Suns,,Ronnie Price,Leg
2017-03-19,Lakers,,Tarik Black,Ankle
2017-03-20,76ers,,Gerald Henderson Jr.,Ankle
2017-03-20,76ers,,Jahlil Okafor,Knee
2017-03-21,Grizzlies,,Tony Allen,Knee
2017-03-21,Nets,,Jeremy Lin,Ankle
2017-03-21,Suns,,Alan Williams,Intestine
2017-03-21,Timberwolves,,Nemanja Bjelica,Foot
2017-03-22,Bucks,,John Henson,Thumb
2017-03-22,Kings,,Kosta Koufos,Ankle
2017-03-23,Knicks,,Carmelo Anthony,Knee
2017-03-23,Knicks,,Derrick Rose,Foot
2017-03-23,Knicks,,Lance Thomas,Hip
2017-03-23,Pacers,,Glenn Robinson III,Calf
2017-03-23,Suns,,T.J. Warren,Foot
2017-03-24,76ers,,Jahlil Okafor,Knee
2017-03-24,76ers,,Joel Embiid,Knee
2017-03-24,Celtics,,Avery Bradley,Ankle
2017-03-24,Hornets,,Miles Plumlee,Calf
2017-03-25,Raptors,,DeMarre Carroll,Lower back
2017-03-25,Rockets,,Ryan Anderson,Ankle
2017-03-26,76ers,,Tiago Splitter,Calf
2017-03-26,Grizzlies,,Marc Gasol,Foot
2017-03-26,Hawks,,Thabo Sefolosha,Groin
2017-03-26,Kings,,Ty Lawson,Knee
2017-03-26,Pelicans,,DeMarcus Cousins,Ankle
2017-03-26,Suns,,Eric Bledsoe,Ankle
2017-03-26,Suns,,Leandro Barbosa,Hamstring
2017-03-26,Suns,,Tyson Chandler,Ankle
2017-03-27,Cavaliers,,Kyle Korver,Foot
2017-03-27,Jazz,,Gordon Hayward,Quadricep
2017-03-27,Pacers,,Al Jefferson,Ankle
2017-03-27,Cavaliers,,Iman Shumpert,Knee
2017-03-28,76ers,,Gerald Henderson Jr.,Hip
2017-03-28,76ers,,Sergio Rodriguez,Hamstring
2017-03-29,76ers,,Robert Covington,Knee
2017-03-29,Grizzlies,,JaMychal Green,Shoulder
2017-03-29,Jazz,,Raul Neto,Groin
2017-03-29,Mavericks,,Salah Mejri,Knee
2017-03-29,Nets,,Quincy Acy,Ankle
2017-03-29,Warriors,,Kevon Looney,Hip
2017-03-30,76ers,,Robert Covington,Knee
2017-03-30,Cavaliers,,Richard Jefferson,Knee
2017-03-30,Clippers,,Austin Rivers,Hamstring
2017-03-30,Nuggets,,Darrell Arthur,Knee
2017-03-31,Blazers,,Jusuf Nurkic,Fibula
2017-03-31,Bucks,,Malcolm Brogdon,Back
2017-03-31,Jazz,,Raul Neto,Groin
2017-03-31,Lakers,,Ivica Zubac,Ankle
2017-03-31,Mavericks,,Seth Curry,Shoulder
2017-03-31,Pelicans,,Alex Ajinca,Hip
2017-03-31,Warriors,,Patrick McCaw,Ankle
2017-04-01,Hawks,,Malcolm Delaney,Back
2017-04-01,Spurs,,Danny Green,Quadricep
2017-04-02,76ers,,Sergio Rodriguez,Knee
2017-04-02,Jazz,,Raul Neto,Groin
2017-04-02,Nuggets,,Jameer Nelson,Calf
2017-04-02,Spurs,,LaMarcus Aldridge,Thumb
2017-04-03,Rockets,,Sam Dekker,Hand
2017-04-04,76ers,,Sergio Rodriguez,Hamstring
2017-04-04,Jazz,,Rodney Hood,Knee
2017-04-04,Kings,,Anthony Tolliver,Hip
2017-04-04,Kings,,Arron Afflalo,Lower back
2017-04-04,Kings,,Darren Collison,Ankle
2017-04-04,Kings,,Ty Lawson,Ankle
2017-04-04,Mavericks,,Dirk Nowitzki,Achilles
2017-04-04,Blazers,,Jusuf Nurkic,Fibula
2017-04-05,Grizzlies,,Mike Conley Jr.,Eye
2017-04-05,Heat,,Luke Babbitt,Hip Flexor
2017-04-05,Knicks,,Derrick Rose,Knee
2017-04-05,Spurs,,Manu Ginobili,Quadriceps
2017-04-06,Nuggets,,Jameer Nelson,Calf
2017-04-06,Pelicans,,DeMarcus Cousins,Achilles
2017-04-06,Knicks,,Kristaps Porzingis,Lower back
2017-04-07,Hawks,,Dennis Schroder,Foot
2017-04-07,Hawks,,Kent Bazemore,Knee
2017-04-07,Kings,,Garrett Temple,Ankle
2017-04-07,Kings,Anthony Tolliver,,Ankle
2017-04-07,Knicks,,Carmelo Anthony,Knee
2017-04-07,Spurs,, Tony Parker,Ankle
2017-04-07,Spurs,,Manu Ginobili,Ankle
2017-04-07,Spurs,,LaMarcus Aldridge,Ankle
2017-04-07,Thunder,,Andre Roberson,Knee
2017-04-08,Blazers,,Allen Crabbe,Foot
2017-04-08,Celtics,,James Young,Ankle
2017-04-08,Hornets,,Marco Belinelli,Index Finger
2017-04-08,Pacers,,Al Jefferson,Ankle
2017-04-08,Pelicans,,Anthony Davis,Knee
2017-04-08,Pelicans,,E'Twaun Moore,Ankle
2017-04-08,Spurs, Tony Parker,,Ankle
2017-04-08,Warriors,,Stephen Curry,Knee
2017-04-09,Hawks,,Kris Humphries,Neck
2017-04-09,Jazz,,Derrick Favors,Knee
2017-04-09,Jazz,,Raul Neto,Ankle
2017-04-09,Jazz,,Rodney Hood,Knee
2017-04-09,Nets,,Quincy Acy,Ankle
2017-04-09,Rockets,,Nene Hilario ,Finger
2017-04-09,Thunder,,Doug McDermott,Knee
2017-04-09,Warriors,,Matt Barnes,Ankle
2017-04-10,Blazers,,C.J. McCollum,Hand
2017-04-10,Blazers,,Damian Lillard,Foot
2017-04-10,Cavaliers,,Kyrie Irving,Ankle
2017-04-10,Hornets,,Kemba Walker,Knee
2017-04-10,Jazz,,Gordon Hayward,Quadricep
2017-04-10,Nuggets,,Emmanuel Mudiay,Ankle
2017-04-10,Rockets,,Patrick Beverley,Shoulder
2017-04-10,Warriors,,Kevon Looney,Hip
2017-04-10,Warriors,,Klay Thompson,Ankle
2017-04-10,Warriors,,Matt Barnes,Ankle
2017-04-10,Wizards,,John Wall ,Quadriceps
2017-04-10,Heat,,Josh McRoberts,Foot
2017-04-11,Kings,,Arron Afflalo,Ankle
2017-04-11,Kings,,Kosta Koufos,Ankle
2017-04-11,Kings,,Tyreke Evans,Ankle
2017-04-11,Nuggets,,Will Barton,Ankle
2017-04-11,Suns,,Devin Booker,Ankle
2017-04-11,Nuggets,,Kenneth Faried,Back
2017-04-12,76ers,,Dario Saric,Heel
2017-04-12,Blazers,,Al-Farouq Aminu,Ankle
2017-04-12,Blazers,,C.J. McCollum,Ankle
2017-04-12,Bucks,,Giannis Antetokounmpo,Ankle
2017-04-12,Bucks,,Matthew Dellavedova,Ankle
2017-04-12,Cavaliers,,Kevin Love,Ankle
2017-04-12,Hawks,,Dwight Howard,Ankle
2017-04-12,Jazz,Rodney Hood,,Ankle
2017-04-12,Kings,,Kosta Koufos,Ankle
2017-04-12,Kings,,Tyreke Evans,Toe
2017-04-12,Nets,,Brook Lopez,Ankle
2017-04-12,Nets,,Jeremy Lin,Ankle
2017-04-12,Nets,,Trevor Booker,Ankle
2017-04-12,Nuggets,,Gary Harris,Knee
2017-04-12,Nuggets,,Will Barton,Ankle
2017-04-12,Nuggets,,Wilson Chandler,Ankle
2017-04-12,Timberwolves,,Ricky Rubio,Ankle
2017-04-12,Wizards,,Markieff Morris,Ankle
2017-04-12,Pistons,,Beno Udrih,Knee
2017-04-12,Wizards,,John Wall ,Ankle
2017-04-13,Grizzlies,,Tony Allen,Calf
2017-04-14,Wizards,,Sheldon Mac,Calf
2017-04-16,Blazers,,Tim Quarterman,Head
2017-04-16,Blazers,Allen Crabbe,,Ankle
2017-04-17,Jazz,,Rudy Gobert,Knee
2017-04-19,Warriors,,Kevin Durant,Calf
2017-04-19,Warriors,,Shaun Livingston,Finger
2017-04-22,Clippers,,Blake Griffin,Toe
2017-04-22,Lakers,,Timofey Mozgov,Ankle
2017-04-22,Warriors,,Steve Kerr,Head
2017-04-24,Blazers,,Jusuf Nurkic,Fibula
2017-04-24,Warriors,,Steve Kerr,Head
2017-04-27,Knicks,,Joakim Noah,Shoulder
2017-04-27,Nuggets,,Jamal Murray,Core
2017-05-01,Clippers,,Blake Griffin,Big toe
2017-05-02,Warriors,,Steve Kerr,Head
2017-05-03,Lakers,,Luol Deng,Pectoral muscle
2017-05-04,Spurs,, Tony Parker,Quadriceps
2017-05-04,Warriors,,Steve Kerr,Head
2017-05-05,Raptors,,Kyle Lowry,Ankle
2017-05-06,Warriors,,Steve Kerr,Head
2017-05-08,Rockets,,Nene Hilario ,Adductor
2017-05-13,Cavaliers,,Edy Tavares,Hand
2017-05-14,Warriors,,Andre Iguodala,Knee
2017-05-14,Spurs,,Kawhi Leonard,Ankle
2017-05-17,Bulls,,Denzel Valentine,Ankle
2017-05-17,Hornets,,Kemba Walker,Knee
2017-05-17,Warriors,,Zaza Pachulia,Heel
2017-05-20,Celtics,,Isaiah Thomas,Hip
2017-05-21,Spurs,,David Lee,Knee
2017-05-22,Spurs,,Kawhi Leonard,Ankle
2017-05-23,Celtics,,Amir Johnson,Shoulder
2017-06-28,Suns,,Jared Dudley,Ankle
2017-07-04,Timberwolves,,Justin Patton,Foot
2017-07-25,Suns,,Brandon Knight,Knee
2017-07-30,Clippers,,Danilo Gallinari,Hand
2017-08-08,Grizzlies,,Ben McLemore,Foot
2017-08-10,Thunder,,Patrick Patterson,Knee
2017-08-28,Pelicans,,Solomon Hill,Hamstring
2017-09-01,Pelicans,,Frank Jackson,Foot
2017-09-06,Bulls,,Cameron Payne,Foot
2017-09-13,Hawks,,DeAndre Bembry,Triceps
2017-09-18,Raptors,,O.G. Anunoby,Knee
2017-09-22,Wizards,,Markieff Morris,Hernia
2017-09-25,Suns,,Alan Williams,Knee
2017-09-26,Cavaliers,,Isaiah Thomas,Hip
2017-09-30,Pacers,,Glenn Robinson III,Ankle
2017-09-30,Spurs,,Kawhi Leonard,Quadriceps
2017-10-05,Blazers,,Noah Vonleh,Shoulder
2017-10-05,Hornets,,Nicolas Batum,Elbow
2017-10-06,Kings,,Harry Giles,Knees
2017-10-07,Bulls,,Kris Dunn,Index Finger
2017-10-07,Jazz,,Dante Exum,Shoulder
2017-10-07,Mavericks,,Seth Curry,Tibia
2017-10-08,76ers,,Richaun Holmes,Wrist
2017-10-09,Pelicans,,Rajon Rondo,Hernia
2017-10-09,Wizards,,Sheldon Mac,Achilles
2017-10-10,Wizards,,Sheldon Mac,Achilles
2017-10-11,Hawks,,Miles Plumlee,Quadriceps
2017-10-11,Hornets,,Michael Carter-Williams,Knees
2017-10-12,Heat,,Rodney McGruder,Leg ankle
2017-10-12,Pelicans,,Omer Asik,Ankle
2017-10-12,Suns,,Davon Reed,Knee
2017-10-14,Pacers,,Glenn Robinson III,Ankle
2017-10-16,Jazz,,Dante Exum,Shoulder
2017-10-17,Bulls,,Nikola Mirotic,Face
2017-10-17,Celtics,,Gordon Hayward,Tibia Ankle
2017-10-17,Kings,,Bogdan Bogdanovic,Ankle
2017-10-18,76ers,,Jahlil Okafor,Ankle
2017-10-18,Blazers,,Zach Collins,Ankle
2017-10-18,Celtics,,Gordon Hayward,Ankle
2017-10-18,Nets,,Jeremy Lin,Knee
2017-10-18,Pacers,,Ike Anigbogu,Knee
2017-10-18,Rockets,,Chris Paul,Knee
2017-10-19,Grizzlies,,JaMychal Green,Ankle
2017-10-19,Pacers,,Myles Turner,Neck
2017-10-20,Cavaliers,,Derrick Rose,Ankle
2017-10-20,Heat,,Hassan Whiteside,Knee
2017-10-20,Hornets,,Cody Zeller,Knee
2017-10-20,Hornets,,Michael Carter-Williams,Knee
2017-10-21,Raptors,,Jonas Valanciunas,Ankle
2017-10-22,Clippers,,Milos Tedosic,Foot
2017-10-23,Bucks,,Malcolm Brogdon,Ankle
2017-10-23,Hawks,,Ersan Ilyasova,Knee
2017-10-24,Blazers,,C.J. Wilcox,Knee
2017-10-24,Hawks,,DeAndre Bembry,Wrist
2017-10-24,Rockets,,Trevor Ariza,Foot
2017-10-24,Spurs,,Joffrey Lauvergne,Ankle
2017-10-24,Timberwolves,,Jimmy Butler,Respiratory
2017-10-25,76ers,,Markelle Fultz,Shoulder
2017-10-25,Blazers,,Meyers Leonard,Ankle
2017-10-25,Cavaliers,,Dwyane Wade,Knee
2017-10-25,Raptors,,Lucas Nogueira,Ankle
2017-10-26,Bulls,,Paul Zipser,Knee
2017-10-26,Mavericks,,Dorian Finney-Smith,Knee
2017-10-26,Pelicans,,Anthony Davis,Knee
2017-10-27,Hornets,,Treveon Graham,Quadriceps
2017-10-27,Spurs,,Joffrey Lauvergne,Ankle
2017-10-28,76ers,,J.J. Redick,Lower back
2017-10-28,Bulls,Paul Zipser,,Ankle
2017-10-28,Nets,,Quincy Acy,Groin
2017-10-29,Cavaliers,,Iman Shumpert,Knee
2017-10-29,Hornets,,Frank Kaminsky,Ankle
2017-10-30,Raptors,,Serge Ibaka,Knee
2017-10-31,Jazz,,Joe Johnson,Wrist
2017-10-31,Nets,,Jarrett Allen,Foot
2017-11-01,Grizzlies,,Mike Conley Jr.,Achilles
2017-11-01,Heat,,James Johnson,Knee
2017-11-01,Pistons,,Jon Leuer,Ankle
2017-11-02,Cavaliers,,Tristan Thompson,Calf
2017-11-02,Lakers,,Andrew Bogut,Back
2017-11-02,Magic,,D.J. Augustine,Hamstring
2017-11-03,Hawks,,Malcolm Delaney,Ankle
2017-11-03,Lakers,,Larry Nance Jr.,Hand/Thumb
2017-11-03,Nets,,Trevor Booker,Lower back
2017-11-04,Bulls,,David Nwaba,Ankle
2017-11-04,Hawks,,Mike Muscala,Ankle
2017-11-04,Pacers,,T.J. Leaf,Ankle
2017-11-04,Grizzlies,,Wayne Selden Jr.,Quadricep
2017-11-06,76ers,,Jerryd Bayless,Wrist
2017-11-06,Clippers,,Danilo Gallinari,Glute
2017-11-07,Grizzlies,,Wayne Selden Jr.,Thigh
2017-11-07,Nets,,Rondae Hollis-Jefferson,Hip
2017-11-08,Suns,,Tyson Chandler,Back
2017-11-09,Blazers,,C.J. Wilcox,Knee
2017-11-09,Clippers,,Patrick Beverley,Knee
2017-11-09,Rockets,,Luc Mbah a Moute,Knee
2017-11-10,76ers,,Nik Stauskas,Ankle
2017-11-10,Hornets,,Treveon Graham,Quadriceps
2017-11-10,Nets,,Trevor Booker,Lower Back
2017-11-11,Jazz,,Rudy Gobert,Tibia
2017-11-11,Magic,,Elfrid Payton,Hamstring
2017-11-11,Pelicans,,Tony Allen,Knee
2017-11-11,Timberwolves,,Cole Aldrich,Ankle
2017-11-11,Timberwolves,,Gorgui Dieng,Finger
2017-11-12,Magic,,Jonathan Isaac,Ankle
2017-11-12,Nets,,D'Angelo Russell,Knee
2017-11-12,Rockets,,Nene Hilario ,Ankle
2017-11-12,Thunder,,Carmelo Anthony,Lower back
2017-11-13,Magic,,Jonathan Isaac,Ankle
2017-11-13,Knicks,,Ron Baker,Shoulder
2017-11-14,Heat,,Okaro White,Foot
2017-11-14,Rockets,,Nene Hilario ,Foot
2017-11-15,Bucks,,Matthew Dellavedova,Knee
2017-11-15,Magic,,Jonathan Isaac,Ankle
2017-11-16,Raptors,,Delon Wright,Shoulder
2017-11-17,76ers,,Justin Anderson,Shin
2017-11-17,Grizzlies,,Wayne Selden Jr.,Quadricep
2017-11-17,Jazz,,Ricky Rubio,Achilles
2017-11-17,Nets,,D'Angelo Russell,Knee
2017-11-17,Grizzlies,,Ivan Rabb,Head
2017-11-18,Cavaliers,,Iman Shumpert,Knee
2017-11-18,Hawks,,Mike Muscala,Ankle
2017-11-19,Grizzlies,,Brandan Wright,Groin
2017-11-19,Nuggets,,Paul Millsap,Wrist
2017-11-19,Warriors,,Kevin Durant,Ankle
2017-11-19,Wizards,,John Wall ,Knee
2017-11-20,76ers,,Richaun Holmes,Ankle
2017-11-21,Bucks,,John Henson,Eye
2017-11-21,Bucks,,Mirza Teletovic,Knee
2017-11-21,Hawks,,Luke Babbitt,Back
2017-11-22,Bucks,,Giannis Antetokounmpo,Knee
2017-11-22,Nets,,Trevor Booker,Ankle
2017-11-22,Rockets,,Eric Gordon,Calf
2017-11-22,Clippers,,Patrick Beverley,Knee
2017-11-24,76ers,,Ben Simmons,Elbow
2017-11-24,Celtics,,Shane Larkin,Ankle
2017-11-24,Hornets,,Nicolas Batum,Wrist
2017-11-24,Timberwolves,,Jeff Teague,Achilles
2017-11-25,Knicks,,Kristaps Porzingis,Lower Back
2017-11-26,Nets,,Allen Crabbe,Back
2017-11-26,Nets,,Trevor Booker,Toe
2017-11-26,Rockets,,Nene Hilario ,Shoulder
2017-11-26,Suns,,Devin Booker,Toe
2017-11-27,Hornets,,Kemba Walker,Shoulder
2017-11-27,Mavericks,,Nerlens Noel,Thumb
2017-11-27,Nets,,DeMarre Carroll,Ankle
2017-11-27,Nuggets,,Paul Millsap,Wrist
2017-11-27,Spurs,,Rudy Gay,Heel
2017-11-28,Clippers,,Blake Griffin,Knee
2017-11-28,Jazz,,Rodney Hood,Ankle
2017-11-29,Grizzlies,,Chandler Parsons,Knee
2017-11-29,Hawks,,Dewayne Dedmon,Tibia
2017-11-29,Heat,,Hassan Whiteside,Knee
2017-11-29,Knicks,,Kristaps Porzingis,Ankle
2017-11-29,Raptors,,Lucas Nogueira,Calf
2017-11-29,Rockets,,Qi Zhou,Calf
2017-11-30,Magic,,Terrence Ross,"Knee
Ankle"
2017-11-30,Nuggets,,Nikola Jokic,Ankle
2017-12-01,Bulls,,Bobby Portis,Arm
2017-12-01,Cavaliers,,Iman Shumpert,Knee
2017-12-01,Mavericks,,Nerlens Noel,Thumb
2017-12-02,Hawks,,John Collins ,Shoulder
2017-12-02,Kings,,Willie Cauley-Stein,Back
2017-12-02,Pelicans,,Anthony Davis,Groin
2017-12-02,Rockets,,Troy Williams,Knee
2017-12-02,Suns,,Alex Len,Ankle
2017-12-04,Spurs,,Joffrey Lauvergne,Finger
2017-12-04,Warriors,,Zaza Pachulia,Shoulder
2017-12-05,Jazz,,Raul Neto,Foot
2017-12-05,Kings,,Willie Cauley-Stein,Back
2017-12-05,Warriors,,Patrick McCaw,Nose
2017-12-05,Warriors,,Stephen Curry,Ankle
2017-12-05,Wizards,,Jason Smith,Knee
2017-12-06,Bucks,,Jason Terry,Calf
2017-12-06,Celtics,,Marcus Morris,Knee
2017-12-06,Hornets,,Steve Clifford,Heath
2017-12-06,Suns,,Devin Booker,Groin
2017-12-06,Warriors,,Patrick McCaw,Head
2017-12-07,76ers,,Dario Saric,Eye
2017-12-07,Hornets,,Cody Zeller,Knee
2017-12-07,Hornets,,Frank Kaminsky,Ankle
2017-12-07,Magic,,Evan Fournier,Ankle
2017-12-07,Pelicans,,Alex Ajinca,Knee
2017-12-07,Rockets,,Nene Hilario ,Cornea
2017-12-07,Jazz,,Rodney Hood,Ankle
2017-12-08,Blazers,,Jusuf Nurkic,Ankle
2017-12-08,Bucks,,Tony Snell,Knee
2017-12-08,Celtics,Marcus Morris,,Ankle
2017-12-08,Pelicans,,Rajon Rondo,Ankle
2017-12-08,Warriors,,Zaza Pachulia,Shoulder
2017-12-09,76ers,,T.J. McConnell,Shoulder
2017-12-09,Cavaliers,,Kevin Love,Hip
2017-12-09,Grizzlies,,Chandler Parsons,Ankle
2017-12-09,Magic,,Aaron Gordon,Head
2017-12-09,Nets,,Joe Harris,Ankle
2017-12-09,Nets,,Billy Ouattara,Leg
2017-12-09,Spurs,,Danny Green,Groin
2017-12-10,76ers,,Joel Embiid,Back
2017-12-10,Celtics,,Marcus Morris,Knee
2017-12-10,Pacers,,Darren Collison,Knee
2017-12-10,Pelicans,,Jameer Nelson,Ankle
2017-12-11,Bulls,,Lauri Markkanen,Lower back
2017-12-11,Jazz,,Raul Neto,Head
2017-12-11,Pelicans,,Anthony Davis,Groin
2017-12-11,Pelicans,,Dante Cunningham,Knee
2017-12-12,Cavaliers,,Dwyane Wade,Knee
2017-12-12,Wizards,,Ian Mahinmi,Knee
